"city","year","weekofyear","total_cases"
"sj",2010,34,21
"sj",2010,35,26
"sj",2010,36,22
"sj",2010,37,18
"sj",2010,38,21
"sj",2010,39,19
"sj",2010,40,20
"sj",2010,41,21
"sj",2010,42,16
"sj",2010,43,27
"sj",2010,44,23
"sj",2010,45,20
"sj",2010,46,24
"sj",2010,47,17
"sj",2010,48,16
"sj",2010,49,11
"sj",2010,50,24
"sj",2010,51,25
"sj",2011,52,14
"sj",2011,1,3
"sj",2011,2,5
"sj",2011,3,5
"sj",2011,4,5
"sj",2011,5,5
"sj",2011,6,5
"sj",2011,7,5
"sj",2011,8,6
"sj",2011,9,5
"sj",2011,10,5
"sj",2011,11,5
"sj",2011,12,5
"sj",2011,13,7
"sj",2011,14,6
"sj",2011,15,7
"sj",2011,16,5
"sj",2011,17,9
"sj",2011,18,7
"sj",2011,19,7
"sj",2011,20,10
"sj",2011,21,9
"sj",2011,22,10
"sj",2011,23,10
"sj",2011,24,11
"sj",2011,25,10
"sj",2011,26,12
"sj",2011,27,11
"sj",2011,28,9
"sj",2011,29,12
"sj",2011,30,13
"sj",2011,31,13
"sj",2011,32,13
"sj",2011,33,13
"sj",2011,34,13
"sj",2011,35,14
"sj",2011,36,15
"sj",2011,37,15
"sj",2011,38,20
"sj",2011,39,13
"sj",2011,40,16
"sj",2011,41,18
"sj",2011,42,18
"sj",2011,43,23
"sj",2011,44,17
"sj",2011,45,18
"sj",2011,46,28
"sj",2011,47,14
"sj",2011,48,16
"sj",2011,49,12
"sj",2011,50,12
"sj",2011,51,13
"sj",2012,52,12
"sj",2012,1,4
"sj",2012,2,5
"sj",2012,3,5
"sj",2012,4,3
"sj",2012,5,4
"sj",2012,6,4
"sj",2012,7,6
"sj",2012,8,4
"sj",2012,9,5
"sj",2012,10,5
"sj",2012,11,5
"sj",2012,12,6
"sj",2012,13,6
"sj",2012,14,7
"sj",2012,15,7
"sj",2012,16,5
"sj",2012,17,9
"sj",2012,18,9
"sj",2012,19,5
"sj",2012,20,10
"sj",2012,21,7
"sj",2012,22,9
"sj",2012,23,11
"sj",2012,24,14
"sj",2012,25,13
"sj",2012,26,15
"sj",2012,27,15
"sj",2012,28,12
"sj",2012,29,15
"sj",2012,30,14
"sj",2012,31,14
"sj",2012,32,12
"sj",2012,33,15
"sj",2012,34,16
"sj",2012,35,13
"sj",2012,36,14
"sj",2012,37,15
"sj",2012,38,14
"sj",2012,39,19
"sj",2012,40,17
"sj",2012,41,18
"sj",2012,42,16
"sj",2012,43,18
"sj",2012,44,29
"sj",2012,45,22
"sj",2012,46,21
"sj",2012,47,20
"sj",2012,48,21
"sj",2012,49,18
"sj",2012,50,23
"sj",2012,51,21
"sj",2013,1,5
"sj",2013,2,5
"sj",2013,3,5
"sj",2013,4,4
"sj",2013,5,4
"sj",2013,6,4
"sj",2013,7,4
"sj",2013,8,6
"sj",2013,9,5
"sj",2013,10,7
"sj",2013,11,5
"sj",2013,12,6
"sj",2013,13,8
"sj",2013,14,10
"sj",2013,15,8
"sj",2013,16,7
"sj",2013,17,7
"iq",2010,26,11
"iq",2010,27,8
"iq",2010,28,11
"iq",2010,29,5
"iq",2010,30,6
"iq",2010,31,9
"iq",2010,32,5
"iq",2010,33,9
"iq",2010,34,6
"iq",2010,35,10
"iq",2010,36,9
"iq",2010,37,9
"iq",2010,38,9
"iq",2010,39,9
"iq",2010,40,8
"iq",2010,41,10
"iq",2010,42,10
"iq",2010,43,14
"iq",2010,44,18
"iq",2010,45,9
"iq",2010,46,11
"iq",2010,47,14
"iq",2010,48,15
"iq",2010,49,14
"iq",2010,50,13
"iq",2010,51,10
"iq",2011,52,9
"iq",2011,1,9
"iq",2011,2,11
"iq",2011,3,11
"iq",2011,4,8
"iq",2011,5,9
"iq",2011,6,11
"iq",2011,7,10
"iq",2011,8,12
"iq",2011,9,13
"iq",2011,10,11
"iq",2011,11,11
"iq",2011,12,13
"iq",2011,13,12
"iq",2011,14,13
"iq",2011,15,11
"iq",2011,16,10
"iq",2011,17,12
"iq",2011,18,13
"iq",2011,19,7
"iq",2011,20,8
"iq",2011,21,10
"iq",2011,22,9
"iq",2011,23,7
"iq",2011,24,7
"iq",2011,25,5
"iq",2011,26,7
"iq",2011,27,7
"iq",2011,28,5
"iq",2011,29,7
"iq",2011,30,7
"iq",2011,31,6
"iq",2011,32,7
"iq",2011,33,5
"iq",2011,34,7
"iq",2011,35,6
"iq",2011,36,7
"iq",2011,37,9
"iq",2011,38,8
"iq",2011,39,9
"iq",2011,40,9
"iq",2011,41,12
"iq",2011,42,16
"iq",2011,43,10
"iq",2011,44,10
"iq",2011,45,12
"iq",2011,46,10
"iq",2011,47,14
"iq",2011,48,13
"iq",2011,49,13
"iq",2011,50,11
"iq",2011,51,10
"iq",2012,52,13
"iq",2012,1,11
"iq",2012,2,11
"iq",2012,3,10
"iq",2012,4,10
"iq",2012,5,11
"iq",2012,6,11
"iq",2012,7,11
"iq",2012,8,10
"iq",2012,9,9
"iq",2012,10,11
"iq",2012,11,9
"iq",2012,12,8
"iq",2012,13,13
"iq",2012,14,9
"iq",2012,15,12
"iq",2012,16,13
"iq",2012,17,11
"iq",2012,18,12
"iq",2012,19,7
"iq",2012,20,10
"iq",2012,21,8
"iq",2012,22,8
"iq",2012,23,9
"iq",2012,24,6
"iq",2012,25,9
"iq",2012,26,7
"iq",2012,27,7
"iq",2012,28,6
"iq",2012,29,8
"iq",2012,30,3
"iq",2012,31,6
"iq",2012,32,5
"iq",2012,33,5
"iq",2012,34,8
"iq",2012,35,8
"iq",2012,36,7
"iq",2012,37,8
"iq",2012,38,8
"iq",2012,39,10
"iq",2012,40,7
"iq",2012,41,13
"iq",2012,42,12
"iq",2012,43,14
"iq",2012,44,13
"iq",2012,45,13
"iq",2012,46,16
"iq",2012,47,16
"iq",2012,48,18
"iq",2012,49,15
"iq",2012,50,15
"iq",2012,51,16
"iq",2013,1,14
"iq",2013,2,10
"iq",2013,3,10
"iq",2013,4,14
"iq",2013,5,11
"iq",2013,6,14
"iq",2013,7,11
"iq",2013,8,13
"iq",2013,9,12
"iq",2013,10,13
"iq",2013,11,15
"iq",2013,12,17
"iq",2013,13,16
"iq",2013,14,13
"iq",2013,15,13
"iq",2013,16,14
"iq",2013,17,13
"iq",2013,18,6
"iq",2013,19,14
"iq",2013,20,12
"iq",2013,21,10
"iq",2013,22,11
"iq",2013,23,11
"iq",2013,24,8
"iq",2013,25,7
"iq",2013,26,8
