"city","year","weekofyear","total_cases"
"sj",2012,3,5
"sj",2012,4,3
"sj",2012,5,5
"sj",2012,6,4
"sj",2012,7,5
"sj",2012,8,4
"sj",2012,9,5
"sj",2012,10,5
"sj",2012,11,5
"sj",2012,12,6
"sj",2012,13,5
"sj",2012,14,6
"sj",2012,15,7
"sj",2012,16,5
"sj",2012,17,7
"sj",2012,18,8
"sj",2012,19,5
"sj",2012,20,9
"sj",2012,21,6
"sj",2012,22,9
"sj",2012,23,10
"sj",2012,24,13
"sj",2012,25,13
"sj",2012,26,13
"sj",2012,27,13
"sj",2012,28,11
"sj",2012,29,13
"sj",2012,30,12
"sj",2012,31,13
"sj",2012,32,12
"sj",2012,33,14
"sj",2012,34,14
"sj",2012,35,12
"sj",2012,36,13
"sj",2012,37,14
"sj",2012,38,13
"sj",2012,39,17
"sj",2012,40,15
"sj",2012,41,15
"sj",2012,42,14
"sj",2012,43,15
"sj",2012,44,20
"sj",2012,45,17
"sj",2012,46,17
"sj",2012,47,15
"sj",2012,48,15
"sj",2012,49,13
"sj",2012,50,15
"sj",2012,51,13
"sj",2013,1,5
"sj",2013,2,5
"sj",2013,3,5
"sj",2013,4,4
"sj",2013,5,4
"sj",2013,6,4
"sj",2013,7,4
"sj",2013,8,5
"sj",2013,9,5
"sj",2013,10,7
"sj",2013,11,5
"sj",2013,12,5
"sj",2013,13,7
"sj",2013,14,7
"sj",2013,15,7
"sj",2013,16,6
"sj",2013,17,6
"iq",2010,26,13
"iq",2010,27,10
"iq",2010,28,13
"iq",2010,29,6
"iq",2010,30,7
"iq",2010,31,11
"iq",2010,32,6
"iq",2010,33,10
"iq",2010,34,7
"iq",2010,35,12
"iq",2010,36,11
"iq",2010,37,11
"iq",2010,38,10
"iq",2010,39,10
"iq",2010,40,7
"iq",2010,41,13
"iq",2010,42,12
"iq",2010,43,16
"iq",2010,44,21
"iq",2010,45,9
"iq",2010,46,12
"iq",2010,47,16
"iq",2010,48,18
"iq",2010,49,16
"iq",2010,50,16
"iq",2010,51,11
"iq",2011,52,9
"iq",2011,1,10
"iq",2011,2,12
"iq",2011,3,13
"iq",2011,4,10
"iq",2011,5,10
"iq",2011,6,13
"iq",2011,7,9
"iq",2011,8,15
"iq",2011,9,14
"iq",2011,10,12
"iq",2011,11,13
"iq",2011,12,15
"iq",2011,13,15
"iq",2011,14,15
"iq",2011,15,12
"iq",2011,16,12
"iq",2011,17,13
"iq",2011,18,15
"iq",2011,19,7
"iq",2011,20,10
"iq",2011,21,12
"iq",2011,22,11
"iq",2011,23,8
"iq",2011,24,8
"iq",2011,25,6
"iq",2011,26,8
"iq",2011,27,8
"iq",2011,28,6
"iq",2011,29,8
"iq",2011,30,8
"iq",2011,31,7
"iq",2011,32,8
"iq",2011,33,6
"iq",2011,34,8
"iq",2011,35,7
"iq",2011,36,8
"iq",2011,37,10
"iq",2011,38,9
"iq",2011,39,11
"iq",2011,40,11
"iq",2011,41,14
"iq",2011,42,21
"iq",2011,43,11
"iq",2011,44,13
"iq",2011,45,14
"iq",2011,46,11
"iq",2011,47,17
"iq",2011,48,17
"iq",2011,49,17
"iq",2011,50,13
"iq",2011,51,11
"iq",2012,52,16
"iq",2012,1,11
"iq",2012,2,12
"iq",2012,3,12
"iq",2012,4,11
"iq",2012,5,14
"iq",2012,6,11
"iq",2012,7,12
"iq",2012,8,11
"iq",2012,9,11
"iq",2012,10,12
"iq",2012,11,10
"iq",2012,12,9
"iq",2012,13,16
"iq",2012,14,10
"iq",2012,15,14
"iq",2012,16,15
"iq",2012,17,13
"iq",2012,18,14
"iq",2012,19,9
"iq",2012,20,13
"iq",2012,21,9
"iq",2012,22,10
"iq",2012,23,11
"iq",2012,24,7
"iq",2012,25,11
"iq",2012,26,8
"iq",2012,27,8
"iq",2012,28,8
"iq",2012,29,8
"iq",2012,30,4
"iq",2012,31,8
"iq",2012,32,6
"iq",2012,33,6
"iq",2012,34,9
"iq",2012,35,9
"iq",2012,36,9
"iq",2012,37,10
"iq",2012,38,10
"iq",2012,39,12
"iq",2012,40,9
"iq",2012,41,16
"iq",2012,42,15
"iq",2012,43,18
"iq",2012,44,18
"iq",2012,45,17
"iq",2012,46,21
"iq",2012,47,19
"iq",2012,48,23
"iq",2012,49,19
"iq",2012,50,19
"iq",2012,51,20
"iq",2013,1,17
"iq",2013,2,11
"iq",2013,3,12
"iq",2013,4,17
"iq",2013,5,14
"iq",2013,6,17
"iq",2013,7,12
"iq",2013,8,15
"iq",2013,9,15
"iq",2013,10,16
"iq",2013,11,18
"iq",2013,12,21
"iq",2013,13,20
"iq",2013,14,15
"iq",2013,15,17
"iq",2013,16,17
"iq",2013,17,16
"iq",2013,18,8
"iq",2013,19,19
"iq",2013,20,15
"iq",2013,21,12
"iq",2013,22,13
"iq",2013,23,14
"iq",2013,24,10
"iq",2013,25,8
"iq",2013,26,10
